sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi,id
MALE,62,60-64,"URBAN 100,000-200,000",Opolskie,SECONDARY,technical science,RETIRED,0,3500.0,MARRIED,11.0,1973.0,,,MIXED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,179.0,79.0,24.6559096158047,4227
MALE,42,35-44,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,other,EMPLOYED IN PUBLIC SECTOR,-8,2000.0,SINGLE,,,,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2,YES,25,NO,NO,NO,-8,NO,,,NONE,176.0,80.0,25.826446280991696,2332
MALE,26,25-34,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,-8,-8.0,SINGLE,,,,,MIXED,3.0,IT`S DIFFICULT TO TELL,NO,NO,YES,50,NO,-8,NO,NO,YES,36,NO,,,NONE,180.0,90.0,27.7777777777778,3671
FEMALE,67,65+,RURAL AREAS,Podkarpackie,POST-SECONDARY OR HIGHER,liberal arts,RETIRED,0,1880.0,MARRIED,8.0,1968.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,65.0,26.0374939913475,2186
MALE,30,25-34,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,-8,2420.0,MARRIED,6.0,2007.0,,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10,YES,15,YES,NO,NO,-8,NO,,,NONE,165.0,60.0,22.038567493113,4056
MALE,39,35-44,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,-8,3000.0,MARRIED,5.0,1992.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,5,NO,-8,YES,NO,NO,-8,NO,,,NONE,180.0,90.0,27.7777777777778,3996
FEMALE,70,65+,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,art,RETIRED,0,1448.0,WIDOWED,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5,YES,5,NO,NO,NO,-8,NO,,,PASSIVE,168.0,74.0,26.218820861678,2969
FEMALE,55,45-59,"URBAN BELOW 20,000",Zachodnio-pomorskie,SECONDARY,production and processing,EMPLOYED IN PUBLIC SECTOR,0,2400.0,WIDOWED,2.0,1977.0,3.0,2010.0,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,75.0,25.951557093425606,2530
FEMALE,48,45-59,"URBAN BELOW 20,000",Wielkopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,1200.0,MARRIED,9.0,1984.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,3,YES,15,NO,NO,NO,-8,NO,,,NONE,164.0,58.0,21.5645449137418,2311
MALE,35,35-44,"URBAN 20,000-100,000",Pomorskie,POST-SECONDARY OR HIGHER,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0,15000.0,MARRIED,9.0,2006.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,1,NO,-8,NO,NO,YES,32,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,ACTIVE,177.0,74.0,23.6202879121581,3629
FEMALE,78,65+,"URBAN 100,000-200,000",Slaskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,24,-8.0,WIDOWED,,,,,MIXED,,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,65.0,26.0374939913475,1150
MALE,46,45-59,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PUBLIC SECTOR,-8,3500.0,MARRIED,10.0,1985.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,172.0,80.0,27.0416441319632,2932
MALE,50,45-59,"URBAN BELOW 20,000",Mazowieckie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",LONG-TERM SICK/DISABLED,0,560.0,SINGLE,,,,,MOSTLY DISSATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,YES,20,NO,NO,NO,-8,NO,,,NONE,190.0,80.0,22.1606648199446,4891
MALE,44,35-44,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,production and processing,FARMER,0,300.0,MARRIED,8.0,1990.0,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,169.0,104.0,36.4132908511607,3170
FEMALE,18,16-24,RURAL AREAS,Slaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,-8.0,SINGLE,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,NO,-8,NO,NO,,-8,NO,,,ACTIVE,171.0,54.0,18.4672206832872,900
FEMALE,32,25-34,"URBAN BELOW 20,000",Kujawsko-pomorskie,SECONDARY,social sciences,OTHER ECONOMICALLY INACTIVE,0,,MARRIED,9.0,2007.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4,YES,7,NO,NO,NO,-8,NO,,,PASSIVE,165.0,80.0,29.38475665748389,4500
FEMALE,56,45-59,RURAL AREAS,Malopolskie,SECONDARY,no specialisation,FARMER,-8,1700.0,MARRIED,7.0,1974.0,,,MIXED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,176.0,88.0,28.4090909090909,705
MALE,62,60-64,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,750.0,MARRIED,9.0,1970.0,,,MIXED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5,YES,20,NO,NO,NO,-8,NO,,,NONE,167.0,70.0,25.0995015956112,1796
FEMALE,29,25-34,"URBAN 20,000-100,000",Zachodnio-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1300.0,MARRIED,4.0,1999.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,20,YES,10,NO,NO,NO,-8,NO,,,PASSIVE,170.0,95.0,32.8719723183391,246
FEMALE,39,35-44,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,,EMPLOYED IN PUBLIC SECTOR,0,900.0,WIDOWED,1.0,1991.0,8.0,2005.0,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,86.0,33.59375,856
MALE,56,45-59,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,1500.0,MARRIED,9.0,1978.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,20,YES,20,YES,NO,NO,-8,NO,,,NONE,176.0,70.0,22.5981404958678,2428
FEMALE,61,60-64,"URBAN 200,000-500,000",Lubuskie,SECONDARY,no specialisation,RETIRED,24,1800.0,MARRIED,10.0,1971.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,15,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,164.0,83.0,30.859607376561602,4966
FEMALE,61,60-64,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,technical science,RETIRED,0,800.0,MARRIED,10.0,1977.0,,,DELIGHTED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,15,NO,-8,NO,NO,NO,-8,NO,,,NONE,162.0,58.0,22.100289590001502,1829
FEMALE,86,65+,RURAL AREAS,Opolskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24,800.0,WIDOWED,6.0,1945.0,12.0,2007.0,MOSTLY SATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,40,NO,-8,NO,NO,NO,-8,NO,,,NONE,150.0,50.0,22.2222222222222,1790
MALE,52,45-59,"URBAN BELOW 20,000",Opolskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PUBLIC SECTOR,0,1500.0,MARRIED,10.0,1990.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,NONE,170.0,73.0,25.2595155709343,321
FEMALE,51,45-59,"URBAN BELOW 20,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,technical science,OTHER ECONOMICALLY INACTIVE,24,520.0,MARRIED,6.0,1988.0,,,MOSTLY DISSATISFIED,6.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2,YES,10,NO,NO,NO,-8,NO,,,NONE,170.0,80.0,27.681660899654002,4554
MALE,24,16-24,RURAL AREAS,Malopolskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-8,-8.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,3,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,180.0,76.0,23.456790123456802,2475
MALE,54,45-59,"URBAN BELOW 20,000",Mazowieckie,VOCATIONAL/GRAMMAR,production and processing,UNEMPLOYED,4,7000.0,MARRIED,8.0,1980.0,,,MIXED,11.0,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,20,YES,30,YES,NO,YES,4,"YES, TO EU COUNTRY",IT DEPENDS,BELGIUM,NONE,182.0,100.0,30.189590629151105,4202
MALE,75,65+,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,technical science,RETIRED,0,1700.0,MARRIED,4.0,1959.0,,,MOSTLY SATISFIED,5.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,,168.0,83.0,29.4075963718821,2694
FEMALE,70,65+,"URBAN 20,000-100,000",Zachodnio-pomorskie,SECONDARY,production and processing,RETIRED,0,1050.0,MARRIED,5.0,1965.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,154.0,80.0,33.7325012649688,3023
FEMALE,40,35-44,"URBAN 20,000-100,000",Podlaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,-8,1400.0,MARRIED,5.0,1992.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,33,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,60.0,22.308149910767398,1347
MALE,30,25-34,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,-8,1500.0,MARRIED,9.0,2005.0,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,6,YES,20,NO,NO,NO,-8,NO,,,NONE,176.0,80.0,25.826446280991696,2477
FEMALE,35,35-44,"URBAN 20,000-100,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,biological sciences,EMPLOYED IN PUBLIC SECTOR,0,2000.0,MARRIED,4.0,2006.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,11,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,172.0,80.0,27.0416441319632,3144
MALE,50,45-59,"URBAN 200,000-500,000",Wielkopolskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-8,3000.0,MARRIED,6.0,1988.0,,,PLEASED,5.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,173.0,77.0,25.7275552140065,2819
MALE,19,16-24,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,,SINGLE,,,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,17,NO,-8,NO,NO,,-8,NO,,,ACTIVE,185.0,70.0,20.452885317750198,4528
FEMALE,43,35-44,RURAL AREAS,Swietokrzyskie,SECONDARY,"agriculture, forestry, fishing",FARMER,-8,1700.0,MARRIED,8.0,1990.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5,NO,-8,NO,YES,NO,-8,NO,,,NONE,162.0,80.0,30.4831580551745,4455
FEMALE,41,35-44,"URBAN 20,000-100,000",Podlaskie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,-8,2100.0,SINGLE,,,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,21,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,168.0,50.0,17.715419501133802,4778
MALE,55,45-59,"URBAN BELOW 20,000",Opolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0,1300.0,MARRIED,11.0,1983.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,165.0,84.0,30.8539944903581,1507
FEMALE,43,35-44,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,1000.0,WIDOWED,8.0,1989.0,1.0,2009.0,MOSTLY DISSATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,82.0,30.487804878048802,4100
MALE,51,45-59,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,0,2500.0,MARRIED,9.0,1980.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10,YES,20,NO,NO,NO,-8,NO,,,NONE,180.0,83.0,25.6172839506173,834
FEMALE,76,65+,"URBAN BELOW 20,000",Zachodnio-pomorskie,SECONDARY,no specialisation,RETIRED,-8,800.0,MARRIED,11.0,1958.0,,,DELIGHTED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,62.0,24.835763499439203,4382
FEMALE,36,35-44,"URBAN 20,000-100,000",Lubelskie,SECONDARY,production and processing,EMPLOYED IN PRIVATE SECTOR,-8,1000.0,MARRIED,9.0,1999.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4,YES,1,NO,NO,NO,-8,NO,,,PASSIVE,165.0,70.0,25.7116620752984,2640
FEMALE,29,25-34,RURAL AREAS,Pomorskie,SECONDARY,services for the population and transport services,UNEMPLOYED,5,500.0,MARRIED,9.0,2004.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,168.0,70.0,24.8015873015873,3676
FEMALE,55,45-59,"URBAN 100,000-200,000",Wielkopolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",OTHER ECONOMICALLY INACTIVE,18,,MARRIED,12.0,1978.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,156.0,73.0,29.9967126890204,4417
MALE,27,25-34,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,technical science,EMPLOYED IN PRIVATE SECTOR,-8,1900.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,6,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,179.0,77.0,24.0317093723667,1957
FEMALE,27,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,technical science,OTHER ECONOMICALLY INACTIVE,-8,,MARRIED,4.0,2007.0,,,MOSTLY SATISFIED,8.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,162.0,63.0,24.005486968449894,1159
FEMALE,50,45-59,"URBAN 500,000 AND OVER",Dolnoslaskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,6,1500.0,DIVORCED,3.0,1979.0,,1990.0,MIXED,3.0,IT`S DIFFICULT TO TELL,YES,NO,YES,4,YES,20,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 TO 2 YEARS,GERMANY,NONE,156.0,96.0,39.4477317554241,4626
FEMALE,24,16-24,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,social sciences,PUPIL OR STUDENT,-8,1000.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,10,NO,-8,NO,NO,,-8,"YES, TO EU COUNTRY",MORE THAN 2 YEARS,GERMANY,ACTIVE,170.0,65.0,22.4913494809689,4353
FEMALE,63,60-64,RURAL AREAS,Kujawsko-pomorskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,1500.0,MARRIED,8.0,1971.0,,,MOSTLY SATISFIED,13.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3,YES,20,NO,NO,NO,-8,NO,,,NONE,150.0,50.0,22.2222222222222,2121
MALE,30,25-34,"URBAN BELOW 20,000",Podkarpackie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,-8,1400.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5,NO,-8,NO,NO,YES,3,NO,,,PASSIVE,175.0,80.0,26.1224489795918,2098
FEMALE,59,45-59,"URBAN 100,000-200,000",Lubuskie,POST-SECONDARY OR HIGHER,liberal arts,RETIRED,24,1392.0,MARRIED,1.0,1979.0,,,MIXED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,158.0,85.0,34.0490306040699,765
FEMALE,25,25-34,"URBAN 20,000-100,000",Lubelskie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,4,1500.0,SINGLE,,,,,PLEASED,4.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,7,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,168.0,61.0,21.6128117913832,2095
FEMALE,55,45-59,"URBAN 100,000-200,000",Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,healthcare,EMPLOYED IN PUBLIC SECTOR,0,2300.0,MARRIED,8.0,1978.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,156.0,89.0,36.5713346482577,2739
FEMALE,44,35-44,"URBAN 200,000-500,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,1600.0,MARRIED,10.0,1992.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,YES,10,NO,NO,NO,-8,NO,,,NONE,170.0,80.0,27.681660899654002,2320
FEMALE,56,45-59,RURAL AREAS,Swietokrzyskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,-8,1000.0,MARRIED,8.0,1974.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,75.0,29.296875,4430
FEMALE,48,45-59,"URBAN 500,000 AND OVER",Wielkopolskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0,1500.0,MARRIED,8.0,1989.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,3,YES,7,NO,NO,NO,-8,NO,,,NONE,160.0,63.0,24.609375,138
FEMALE,24,16-24,RURAL AREAS,Lubelskie,SECONDARY,services for the population and transport services,OTHER ECONOMICALLY INACTIVE,-8,1000.0,MARRIED,6.0,2008.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",IT DEPENDS,DENMARK,ACTIVE,170.0,54.0,18.685121107266397,1979
MALE,24,16-24,RURAL AREAS,Malopolskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,2,1800.0,SINGLE,,,,,MOSTLY DISSATISFIED,3.0,IT`S DIFFICULT TO TELL,NO,NO,NO,10,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",LESS THAN 1 TO 2 YEARS,GERMANY,PASSIVE,170.0,80.0,27.681660899654002,964
MALE,46,45-59,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PUBLIC SECTOR,-8,1500.0,MARRIED,6.0,1989.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,168.0,97.0,34.367913832199505,2544
FEMALE,36,35-44,"URBAN 500,000 AND OVER",Lodzkie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,1500.0,SINGLE,,,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,30,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,56.0,21.875,2399
FEMALE,18,16-24,RURAL AREAS,Warminsko-mazurskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,DELIGHTED,0.0,IT`S DIFFICULT TO TELL,YES,YES,NO,2,NO,-8,NO,NO,,-8,NO,,,ACTIVE,189.0,69.0,19.3163685227177,4886
MALE,27,25-34,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,1076.0,MARRIED,8.0,2009.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1,YES,20,NO,NO,YES,1,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,NONE,180.0,80.0,24.6913580246914,2768
FEMALE,19,16-24,"URBAN BELOW 20,000",Wielkopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,-8.0,SINGLE,,,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,8,NO,-8,NO,NO,,-8,NO,,,NONE,164.0,80.0,29.744199881023196,3228
FEMALE,34,25-34,"URBAN BELOW 20,000",Mazowieckie,POST-SECONDARY OR HIGHER,social sciences,SELF-EMPLOYED,0,8255.0,MARRIED,8.0,2009.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,12,NO,-8,NO,NO,NO,-8,NO,,,ACTIVE,166.0,52.0,18.8706633763972,1615
FEMALE,53,45-59,"URBAN 200,000-500,000",Lubuskie,SECONDARY,physical sciences,EMPLOYED IN PUBLIC SECTOR,-8,1200.0,MARRIED,2.0,1979.0,,,MIXED,9.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,4,NO,-8,NO,NO,NO,-8,NO,,,NONE,164.0,73.0,27.1415823914337,2980
MALE,66,65+,"URBAN 200,000-500,000",Slaskie,POST-SECONDARY OR HIGHER,technical science,RETIRED,0,3000.0,MARRIED,9.0,1972.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,175.0,84.0,27.428571428571402,2398
FEMALE,62,60-64,"URBAN 100,000-200,000",Podkarpackie,VOCATIONAL/GRAMMAR,production and processing,RETIRED,24,1000.0,MARRIED,12.0,1969.0,,,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,10,NO,-8,NO,NO,NO,-8,NO,,,NONE,170.0,78.0,26.9896193771626,4916
FEMALE,51,45-59,RURAL AREAS,Podkarpackie,SECONDARY,"agriculture, forestry, fishing",FARMER,0,800.0,MARRIED,6.0,1983.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,156.0,53.0,21.778435239973696,4846
FEMALE,76,65+,RURAL AREAS,Lodzkie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,1100.0,WIDOWED,6.0,1955.0,6.0,2004.0,MIXED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,65.0,25.390625,1297
MALE,38,35-44,RURAL AREAS,Podlaskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",FARMER,-8,800.0,MARRIED,9.0,1994.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8,YES,20,NO,NO,NO,-8,NO,,,NONE,187.0,80.0,22.8774057021934,2762
FEMALE,37,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PRIVATE SECTOR,-8,4200.0,DE FACTO SEPARATED,6.0,1997.0,,2009.0,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,164.0,60.0,22.308149910767398,3168
MALE,38,35-44,RURAL AREAS,Swietokrzyskie,VOCATIONAL/GRAMMAR,technical science,FARMER,-8,600.0,MARRIED,6.0,1996.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,YES,40,NO,NO,NO,-8,NO,,,NONE,176.0,86.0,27.763429752066106,787
MALE,52,45-59,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,technical science,UNEMPLOYED,24,,SINGLE,,,,,MIXED,1.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,5,NO,20,NO,NO,NO,-8,NO,,,NONE,163.0,67.0,25.217358575783802,3176
FEMALE,56,45-59,"URBAN 500,000 AND OVER",Wielkopolskie,SECONDARY,production and processing,OTHER ECONOMICALLY INACTIVE,24,,MARRIED,11.0,1979.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,YES,10,NO,NO,NO,-8,NO,,,NONE,152.0,56.0,24.2382271468144,1899
MALE,57,45-59,"URBAN 100,000-200,000",Swietokrzyskie,VOCATIONAL/GRAMMAR,production and processing,OTHER ECONOMICALLY INACTIVE,24,860.0,MARRIED,10.0,1975.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,-8,NO,NO,NO,-8,NO,,,NONE,175.0,75.0,24.4897959183673,3958
