,trustfam,nofriend,placesize,socprof,trustneigh,workab,id_hash,ls,region,wkabint,ymarr,smoke,age,emcc,ysepdiv,agegr,trust,mmarr,marital,unempdur,alcsol,sport,msepdiv,sex,wkabintdur,nociga,englang,eduspec,edu
79,YES,11,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca9172cd8>,PLEASED,Zachodnio-pomorskie,NO,2006.0,NO,35,,,35-44,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,-8,ACTIVE,biological sciences,POST-SECONDARY OR HIGHER
80,YES,4,"URBAN 200,000-500,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca91729b8>,PLEASED,Wielkopolskie,NO,1988.0,NO,50,,,45-59,MOST PEOPLE CAN BE TRUSTED,6.0,MARRIED,-8,NO,YES,,2,,-8,NONE,technical science,SECONDARY
81,YES,5,RURAL AREAS,FARMER,NO,NO,<sha256 HASH object @ 0x7f6ca9172918>,PLEASED,Swietokrzyskie,NO,1990.0,NO,43,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,-8,YES,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
82,YES,3,"URBAN BELOW 20,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8030>,PLEASED,Opolskie,NO,1983.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,0,NO,YES,,2,,-8,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
83,YES,5,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8058>,MOSTLY DISSATISFIED,Lodzkie,NO,1989.0,NO,43,,2009.0,35-44,ONE CAN`T BE TOO CAREFUL,8.0,WIDOWED,0,NO,YES,1.0,1,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
84,YES,10,RURAL AREAS,FARMER,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8080>,MOSTLY SATISFIED,Slaskie,NO,1980.0,YES,51,,,45-59,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,YES,,2,,20,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
85,YES,5,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd80a8>,DELIGHTED,Zachodnio-pomorskie,NO,1958.0,NO,76,,,65+,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,-8,NO,YES,,1,,-8,NONE,no specialisation,SECONDARY
86,YES,4,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd80d0>,PLEASED,Lubelskie,NO,1999.0,YES,36,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,-8,NO,NO,,1,,1,PASSIVE,production and processing,SECONDARY
87,YES,10,RURAL AREAS,UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd80f8>,PLEASED,Pomorskie,NO,2004.0,NO,29,,,25-34,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,5,NO,YES,,1,,-8,ACTIVE,services for the population and transport services,SECONDARY
88,YES,2,"URBAN 100,000-200,000",OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8148>,PLEASED,Wielkopolskie,NO,1978.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,18,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
89,YES,4,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8120>,MOSTLY SATISFIED,Warminsko-mazurskie,NO,2007.0,NO,27,,,25-34,MOST PEOPLE CAN BE TRUSTED,4.0,MARRIED,-8,NO,YES,,1,,-8,NONE,technical science,SECONDARY
90,YES,4,"URBAN 500,000 AND OVER",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8170>,MIXED,Dolnoslaskie,"YES, TO EU COUNTRY",1979.0,YES,50,GERMANY,1990.0,45-59,IT`S DIFFICULT TO TELL,3.0,DIVORCED,6,NO,YES,,1,LESS THAN 1 TO 2 YEARS,20,NONE,technical science,VOCATIONAL/GRAMMAR
91,YES,3,RURAL AREAS,RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8198>,MOSTLY SATISFIED,Kujawsko-pomorskie,NO,1971.0,YES,63,,,60-64,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,1,,20,NONE,no specialisation,PRIMARY/NO EDUCATION
92,YES,3,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd81c0>,MIXED,Lubuskie,NO,1979.0,NO,59,,,45-59,ONE CAN`T BE TOO CAREFUL,1.0,MARRIED,24,NO,YES,,1,,-8,NONE,liberal arts,POST-SECONDARY OR HIGHER
93,YES,4,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd81e8>,MOSTLY SATISFIED,Kujawsko-pomorskie,NO,1978.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,1,,-8,PASSIVE,healthcare,POST-SECONDARY OR HIGHER
94,YES,4,"URBAN 200,000-500,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8210>,MOSTLY SATISFIED,Dolnoslaskie,NO,1992.0,YES,44,,,35-44,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,1,,10,NONE,technical science,VOCATIONAL/GRAMMAR
95,YES,6,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8238>,PLEASED,Swietokrzyskie,NO,1974.0,NO,56,,,45-59,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,-8,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
96,YES,3,"URBAN 500,000 AND OVER",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8260>,PLEASED,Wielkopolskie,NO,1989.0,YES,48,,,45-59,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,1,,7,NONE,"agriculture, forestry, fishing",SECONDARY
97,YES,2,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8288>,MOSTLY SATISFIED,Lubelskie,"YES, TO EU COUNTRY",2008.0,NO,24,DENMARK,,16-24,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,NO,,1,IT DEPENDS,-8,ACTIVE,services for the population and transport services,SECONDARY
98,YES,3,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd82b0>,PLEASED,Podkarpackie,NO,1989.0,NO,46,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
99,YES,1,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,YES,<sha256 HASH object @ 0x7f6ca8bd82d8>,PLEASED,Pomorskie,"YES, TO EU COUNTRY",2009.0,YES,27,GERMANY,,25-34,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,2,LESS THAN 1 YEAR,20,NONE,technical science,VOCATIONAL/GRAMMAR
100,YES,12,"URBAN BELOW 20,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8300>,PLEASED,Mazowieckie,NO,2009.0,NO,34,,,25-34,MOST PEOPLE CAN BE TRUSTED,8.0,MARRIED,0,NO,YES,,1,,-8,ACTIVE,social sciences,POST-SECONDARY OR HIGHER
101,YES,4,"URBAN 200,000-500,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8328>,MIXED,Lubuskie,NO,1979.0,NO,53,,,45-59,MOST PEOPLE CAN BE TRUSTED,2.0,MARRIED,-8,NO,NO,,1,,-8,NONE,physical sciences,SECONDARY
102,YES,2,"URBAN 200,000-500,000",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8350>,PLEASED,Slaskie,NO,1972.0,NO,66,,,65+,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,NO,,2,,-8,PASSIVE,technical science,POST-SECONDARY OR HIGHER
103,YES,10,"URBAN 100,000-200,000",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8378>,PLEASED,Podkarpackie,NO,1969.0,NO,62,,,60-64,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,24,NO,YES,,1,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
104,YES,2,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bd83a0>,MOSTLY SATISFIED,Podkarpackie,NO,1983.0,NO,51,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
105,YES,2,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd83c8>,MIXED,Lodzkie,NO,1955.0,NO,76,,2004.0,65+,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,-8,NO,YES,6.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
106,YES,8,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bd83f0>,MOSTLY SATISFIED,Podlaskie,NO,1994.0,YES,38,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,-8,NO,YES,,2,,20,NONE,"agriculture, forestry, fishing",VOCATIONAL/GRAMMAR
107,YES,6,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8418>,MOSTLY SATISFIED,Zachodnio-pomorskie,NO,1997.0,NO,37,,2009.0,35-44,ONE CAN`T BE TOO CAREFUL,6.0,DE FACTO SEPARATED,-8,NO,YES,,1,,-8,PASSIVE,economy and administration,POST-SECONDARY OR HIGHER
108,YES,0,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8440>,MIXED,Swietokrzyskie,NO,1996.0,YES,38,,,35-44,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,2,,40,NONE,technical science,VOCATIONAL/GRAMMAR
109,YES,3,"URBAN 500,000 AND OVER",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8468>,PLEASED,Wielkopolskie,NO,1979.0,YES,56,,,45-59,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,24,NO,YES,,1,,10,NONE,production and processing,SECONDARY
110,YES,0,"URBAN 100,000-200,000",OTHER ECONOMICALLY INACTIVE,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8490>,MOSTLY SATISFIED,Swietokrzyskie,NO,1975.0,NO,57,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,24,NO,YES,,2,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
111,YES,8,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd84b8>,PLEASED,Lubuskie,NO,1990.0,NO,43,,,35-44,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,-8,NONE,pedagogics,POST-SECONDARY OR HIGHER
112,YES,10,"URBAN 20,000-100,000",LONG-TERM SICK/DISABLED,NO,NO,<sha256 HASH object @ 0x7f6ca8bd84e0>,PLEASED,Kujawsko-pomorskie,NO,1966.0,NO,65,,2007.0,65+,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,-8,NO,YES,8.0,1,,-8,NONE,physical sciences,VOCATIONAL/GRAMMAR
113,YES,10,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8508>,PLEASED,Kujawsko-pomorskie,NO,1982.0,YES,50,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,NO,,2,,20,NONE,no specialisation,SECONDARY
114,YES,3,RURAL AREAS,UNEMPLOYED,YES,YES,<sha256 HASH object @ 0x7f6ca8bd8530>,MOSTLY SATISFIED,Slaskie,"YES, TO EU COUNTRY",1997.0,YES,35,,,35-44,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,4,NO,YES,,2,IT DEPENDS,10,NONE,technical science,VOCATIONAL/GRAMMAR
115,YES,4,RURAL AREAS,RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8558>,MOSTLY SATISFIED,Lubuskie,NO,1966.0,NO,63,,,60-64,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
116,NO,2,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8580>,MOSTLY SATISFIED,Dolnoslaskie,NO,1990.0,NO,47,,,45-59,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,-8,YES,YES,,2,,-8,NONE,production and processing,SECONDARY
117,YES,5,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd85a8>,PLEASED,Lodzkie,NO,1986.0,NO,60,,,60-64,ONE CAN`T BE TOO CAREFUL,3.0,MARRIED,24,NO,YES,,1,,-8,NONE,social sciences,SECONDARY
118,YES,10,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bd85d0>,PLEASED,Dolnoslaskie,NO,1980.0,NO,50,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,YES,,1,,-8,NONE,production and processing,VOCATIONAL/GRAMMAR
119,YES,20,"URBAN 500,000 AND OVER",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd85f8>,PLEASED,Mazowieckie,NO,1956.0,NO,81,,1978.0,65+,ONE CAN`T BE TOO CAREFUL,6.0,WIDOWED,24,NO,NO,10.0,1,,-8,NONE,physical sciences,SECONDARY
120,YES,20,"URBAN BELOW 20,000",OTHER ECONOMICALLY INACTIVE,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8620>,MOSTLY SATISFIED,Opolskie,NO,1993.0,NO,39,,,35-44,IT`S DIFFICULT TO TELL,7.0,MARRIED,24,NO,NO,,1,,-8,NONE,services for the population and transport services,VOCATIONAL/GRAMMAR
121,YES,12,"URBAN BELOW 20,000",RETIRED,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8648>,PLEASED,Podkarpackie,NO,1964.0,NO,69,,,65+,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
122,YES,4,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8670>,PLEASED,Lubuskie,NO,1999.0,NO,33,,,25-34,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,1,NO,NO,,1,,-8,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
123,YES,4,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8698>,MOSTLY SATISFIED,Lubelskie,NO,2002.0,NO,41,,,35-44,ONE CAN`T BE TOO CAREFUL,9.0,MARRIED,0,NO,NO,,2,,-8,NONE,protection and safety,POST-SECONDARY OR HIGHER
124,YES,6,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bd86c0>,DELIGHTED,Wielkopolskie,NO,1973.0,NO,61,,,60-64,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,0,NO,NO,,2,,-8,NONE,technical science,SECONDARY
125,YES,1,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd86e8>,MIXED,Malopolskie,NO,1954.0,NO,76,,,65+,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,-8,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
126,YES,10,RURAL AREAS,FARMER,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8710>,MIXED,Lubelskie,NO,1977.0,NO,54,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
127,YES,5,"URBAN 20,000-100,000",UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8738>,PLEASED,Lubelskie,NO,2000.0,YES,36,,,35-44,ONE CAN`T BE TOO CAREFUL,3.0,MARRIED,8,NO,YES,,1,,15,PASSIVE,liberal arts,POST-SECONDARY OR HIGHER
128,YES,2,"URBAN 20,000-100,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8760>,PLEASED,Pomorskie,"YES, TO NON-EU COUNTRY",1998.0,NO,42,USA,,35-44,ONE CAN`T BE TOO CAREFUL,,MARRIED,0,YES,YES,,2,IT DEPENDS,-8,ACTIVE,technical science,POST-SECONDARY OR HIGHER
129,YES,-8,"URBAN 100,000-200,000",LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8788>,MIXED,Lubelskie,NO,1975.0,YES,59,,2000.0,45-59,ONE CAN`T BE TOO CAREFUL,7.0,WIDOWED,0,NO,YES,5.0,1,,15,NONE,no specialisation,SECONDARY
130,YES,10,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd87b0>,MOSTLY SATISFIED,Opolskie,NO,1961.0,NO,74,,,65+,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,24,NO,NO,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
131,YES,12,"URBAN 100,000-200,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd87d8>,PLEASED,Mazowieckie,NO,1972.0,NO,62,,,60-64,ONE CAN`T BE TOO CAREFUL,2.0,MARRIED,0,NO,YES,,2,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
132,YES,1,"URBAN BELOW 20,000",RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8800>,PLEASED,Mazowieckie,NO,1962.0,NO,72,,,65+,MOST PEOPLE CAN BE TRUSTED,9.0,MARRIED,0,NO,YES,,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
133,YES,6,"URBAN 100,000-200,000",EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8828>,MOSTLY SATISFIED,Slaskie,NO,2010.0,NO,24,,,16-24,ONE CAN`T BE TOO CAREFUL,8.0,SINGLE,0,NO,YES,,2,,-8,PASSIVE,technical science,SECONDARY
134,YES,3,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8850>,PLEASED,Slaskie,NO,1988.0,NO,47,,2011.0,45-59,IT`S DIFFICULT TO TELL,8.0,WIDOWED,24,NO,YES,1.0,1,,-8,NONE,public health,SECONDARY
135,YES,1,"URBAN BELOW 20,000",UNEMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8878>,MIXED,Dolnoslaskie,NO,1974.0,YES,57,,1980.0,45-59,ONE CAN`T BE TOO CAREFUL,1.0,DIVORCED,-8,NO,NO,5.0,2,,20,NONE,technical science,VOCATIONAL/GRAMMAR
136,YES,2,RURAL AREAS,EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd88a0>,DELIGHTED,Dolnoslaskie,NO,1979.0,NO,53,,,45-59,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,0,NO,NO,,2,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
137,YES,3,RURAL AREAS,LONG-TERM SICK/DISABLED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd88c8>,MIXED,Podlaskie,NO,1954.0,NO,79,,2001.0,65+,MOST PEOPLE CAN BE TRUSTED,2.0,WIDOWED,-8,NO,YES,8.0,1,,-8,NONE,not applicable,PRIMARY/NO EDUCATION
138,YES,1,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bd88f0>,MIXED,Wielkopolskie,NO,1984.0,YES,47,,1994.0,45-59,ONE CAN`T BE TOO CAREFUL,4.0,DIVORCED,-8,NO,YES,4.0,1,,15,PASSIVE,"agriculture, forestry, fishing",POST-SECONDARY OR HIGHER
139,NO OPINION,2,RURAL AREAS,OTHER ECONOMICALLY INACTIVE,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8918>,MIXED,Wielkopolskie,NO,2006.0,NO,25,,,25-34,ONE CAN`T BE TOO CAREFUL,11.0,MARRIED,0,NO,YES,,1,,-8,PASSIVE,social sciences,SECONDARY
140,YES,2,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8940>,DELIGHTED,Mazowieckie,NO,2007.0,NO,27,,,25-34,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,NO,,2,,-8,ACTIVE,computer science,POST-SECONDARY OR HIGHER
141,YES,5,"URBAN 500,000 AND OVER",EMPLOYED IN PRIVATE SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8968>,MOSTLY SATISFIED,Lodzkie,NO,1987.0,NO,45,,,45-59,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,1,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
142,YES,6,"URBAN 20,000-100,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8990>,PLEASED,Kujawsko-pomorskie,NO,1979.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,0,NO,NO,,2,,-8,ACTIVE,public health,POST-SECONDARY OR HIGHER
143,YES,12,"URBAN BELOW 20,000",EMPLOYED IN PUBLIC SECTOR,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd89b8>,PLEASED,Podlaskie,NO,1980.0,NO,55,,,45-59,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,-8,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
144,YES,5,"URBAN 100,000-200,000",RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd89e0>,MOSTLY SATISFIED,Wielkopolskie,NO,1957.0,NO,80,,,65+,ONE CAN`T BE TOO CAREFUL,12.0,MARRIED,0,NO,YES,,2,,-8,NONE,mathematics and statistics,POST-SECONDARY OR HIGHER
145,YES,3,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8a08>,PLEASED,Slaskie,NO,1977.0,NO,54,,,45-59,ONE CAN`T BE TOO CAREFUL,7.0,MARRIED,-8,NO,NO,,1,,-8,NONE,services for the population and transport services,SECONDARY
146,YES,4,"URBAN 200,000-500,000",UNEMPLOYED,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8a30>,MIXED,Kujawsko-pomorskie,"YES, TO EU COUNTRY",1995.0,NO,34,GERMANY,,25-34,ONE CAN`T BE TOO CAREFUL,10.0,MARRIED,24,NO,NO,,1,LESS THAN 1 YEAR,-8,PASSIVE,protection and safety,POST-SECONDARY OR HIGHER
147,YES,8,"URBAN 20,000-100,000",SELF-EMPLOYED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8a58>,PLEASED,Slaskie,NO,2000.0,YES,39,,,35-44,MOST PEOPLE CAN BE TRUSTED,9.0,MARRIED,0,NO,YES,,2,,1,ACTIVE,social sciences,POST-SECONDARY OR HIGHER
148,YES,10,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8a80>,MOSTLY SATISFIED,Pomorskie,NO,1970.0,NO,61,,,60-64,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,NO,YES,,1,,-8,,"agriculture, forestry, fishing",SECONDARY
149,YES,-8,"URBAN 100,000-200,000",EMPLOYED IN PUBLIC SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8aa8>,PLEASED,Pomorskie,NO,1997.0,NO,36,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,-8,NO,YES,,1,,-8,ACTIVE,economy and administration,POST-SECONDARY OR HIGHER
150,YES,10,"URBAN 100,000-200,000",OTHER ECONOMICALLY INACTIVE,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8ad0>,MIXED,Podkarpackie,NO,1983.0,NO,52,,2000.0,45-59,ONE CAN`T BE TOO CAREFUL,4.0,DIVORCED,-8,NO,YES,6.0,1,,-8,NONE,no specialisation,PRIMARY/NO EDUCATION
151,YES,7,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8af8>,PLEASED,Podlaskie,NO,1977.0,NO,63,,,60-64,ONE CAN`T BE TOO CAREFUL,6.0,MARRIED,-8,NO,YES,,1,,-8,NONE,"agriculture, forestry, fishing",SECONDARY
152,YES,6,RURAL AREAS,RETIRED,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8b20>,PLEASED,Wielkopolskie,NO,1970.0,NO,65,,,65+,ONE CAN`T BE TOO CAREFUL,2.0,MARRIED,-8,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
153,YES,6,RURAL AREAS,RETIRED,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8b48>,MIXED,Podlaskie,NO,1942.0,NO,92,,1999.0,65+,ONE CAN`T BE TOO CAREFUL,2.0,WIDOWED,-8,NO,YES,1.0,1,,-8,NONE,not applicable,PRIMARY/NO EDUCATION
154,YES,1,"URBAN 20,000-100,000",OTHER ECONOMICALLY INACTIVE,NO OPINION,NO,<sha256 HASH object @ 0x7f6ca8bd8b70>,MOSTLY SATISFIED,Pomorskie,NO,1981.0,YES,52,,,45-59,ONE CAN`T BE TOO CAREFUL,1.0,MARRIED,0,NO,YES,,1,,10,NONE,production and processing,VOCATIONAL/GRAMMAR
155,YES,7,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,NO,NO,<sha256 HASH object @ 0x7f6ca8bd8b98>,PLEASED,Mazowieckie,NO,1988.0,NO,45,,,45-59,ONE CAN`T BE TOO CAREFUL,4.0,MARRIED,0,YES,YES,,2,,-8,NONE,no specialisation,SECONDARY
156,YES,20,RURAL AREAS,EMPLOYED IN PRIVATE SECTOR,YES,NO,<sha256 HASH object @ 0x7f6ca8bd8bc0>,PLEASED,Mazowieckie,NO,2000.0,NO,38,,,35-44,ONE CAN`T BE TOO CAREFUL,8.0,MARRIED,0,NO,YES,,2,,-8,NONE,technical science,VOCATIONAL/GRAMMAR
